,Unnamed: 0,variable,value
345,37,"c1,2",1.0028112863507546
346,38,"c1,3",-0.8197439045583566
347,39,beta1,0.2940604095219237
348,0,"c1,1",2.520654824912998
349,1,"c1,2",0.9715449785950316
350,2,"c1,3",-0.9050625242821888
351,3,beta1,0.2841252492388334
352,4,"c1,1",2.484795740354148
353,5,"c1,2",0.9833168988998908
354,6,"c1,3",-1.14329203731421
355,7,beta1,0.2922016768486918
356,8,"c1,1",2.480026541476443
357,9,"c1,2",1.0362294918356405
358,10,"c1,3",-1.0951696357693146
359,11,beta1,0.3268246335327233
360,12,"c1,1",2.497104484069096
361,13,"c1,2",0.9702469409590632
362,14,"c1,3",-0.7462481732722543
363,15,beta1,0.2897071228702046
364,16,"c1,1",2.487997179458308
365,17,"c1,2",1.0577252575405205
366,18,"c1,3",-1.0975259875322465
367,19,beta1,0.2864858043924941
368,20,"c1,1",2.523080510526392
369,21,"c1,2",1.010927840264071
370,22,"c1,3",-0.995231725298393
371,23,beta1,0.3233733020243003
372,24,"c1,1",2.4721105627589197
373,25,"c1,2",0.9820454402178608
374,26,"c1,3",-0.9051587250084394
375,27,beta1,0.2747861657321068
376,28,"c1,1",2.5239230062532494
377,29,"c1,2",1.0320883306697677
378,30,"c1,3",-0.9762644206232804
379,31,beta1,0.2718823382394678
380,32,"c1,1",2.496808342746499
381,33,"c1,2",1.0175522582242438
382,34,"c1,3",-0.9424869393785316
383,35,beta1,0.2874487565087866
384,36,"c1,1",2.4853695860998166
385,37,"c1,2",0.98530174198501
386,38,"c1,3",-1.0086157360886243
387,39,beta1,0.3016113395524641
388,40,"c1,1",2.468612200959578
389,41,"c1,2",1.017992439115785
390,42,"c1,3",-1.0556968293082094
391,43,beta1,0.3095250796912676
392,44,"c1,1",2.5139277214535096
393,45,"c1,2",1.0278184834049011
394,46,"c1,3",-1.081593413984677
395,47,beta1,0.2846601614791649
396,48,"c1,1",2.480439152389424
397,49,"c1,2",1.0479817496266763
398,50,"c1,3",-1.027816017954328
399,51,beta1,0.2797818925914416
